key;name;year;for_pop;for_anwerber;for_EU28;for_EUeast;for_notEU;for_syria;for_afghan;for_iraq;ss_total;ss_anwerber;ss_syria;ss_afghan;ss_iraq;ss_total_accept;ss_anwerber_accept;ss_syria_accept;ss_afghan_accept;ss_iraq_accept;ss_total_denied;ss_anwerber_denied;ss_syria_denied;ss_afghan_denied;ss_iraq_denied;ss_total_duldung;ss_anwerber_duldung;ss_syria_duldung;ss_afghan_duldung;ss_iraq_duldung
03357;Rotenburg (Wümme)  ;2016;10720;2120;4715;2940;6010;1155;415;275;2820;535;885;335;205;1385;315;615;55;80;360;160;15;5;5;325;140;10;5;5
03358;Heidekreis  ;2016;11140;2820;4805;3050;6335;1155;305;405;2600;730;725;190;175;1375;475;545;55;70;355;205;10;5;5;265;165;5;5;0
03359;Stade  ;2016;16345;3835;7320;5260;9030;1860;700;380;3855;605;1340;520;245;1385;235;745;55;60;695;315;20;25;5;590;270;10;15;0
03360;Uelzen  ;2016;5020;1085;1980;1445;3040;630;230;160;1450;225;475;215;130;790;115;365;85;80;175;85;5;5;0;155;75;5;5;0
03361;Verden  ;2016;10055;3365;3225;2025;6830;1025;365;535;3035;605;860;295;440;1820;425;775;50;255;215;120;0;15;10;190;110;0;15;10
034;Statistische Region Weser-Ems ;2016;236470;51530;120960;76020;115515;23195;5965;10930;49935;7040;17560;4790;7950;30180;4195;14250;990;5145;4790;2180;200;205;125;3885;1765;165;125;90
03401;Delmenhorst, Stadt  ;2016;11225;3495;4370;3525;6855;1190;320;705;2555;340;955;280;505;1815;250;850;90;345;125;75;5;0;0;125;75;5;0;0
03402;Emden, Stadt  ;2016;4955;1175;2325;1555;2630;660;185;130;1210;215;510;135;110;700;115;415;25;35;140;85;5;0;0;130;80;5;0;0
03403;Oldenburg (Oldenburg), Stadt   ;2016;15440;3565;4730;2875;10710;1415;190;2510;4500;495;1010;160;1870;3155;280;785;65;1460;350;135;15;20;25;230;75;10;15;10
03404;Osnabrück, Stadt  ;2016;22855;8175;9255;5210;13600;2290;300;445;4145;475;1465;195;245;2565;270;1245;65;100;380;105;15;25;15;300;85;10;15;15
03405;Wilhelmshaven, Stadt  ;2016;6925;1960;2305;1375;4620;1075;90;400;1915;270;705;75;265;1265;175;625;15;210;205;85;10;0;5;190;80;10;0;5
03451;Ammerland  ;2016;7130;1255;2950;2150;4180;1030;495;420;2325;235;865;465;315;1175;150;610;55;150;160;65;10;15;5;125;45;10;10;5
03452;Aurich  ;2016;11055;2455;4700;2790;6355;1670;290;325;3650;670;1245;240;250;1945;410;885;45;85;430;205;30;20;10;375;185;30;20;10
03453;Cloppenburg  ;2016;17345;2090;10185;9070;7160;1570;580;1065;3470;400;1370;455;825;2440;290;1255;85;580;165;70;0;30;5;125;60;0;10;5
03454;Emsland  ;2016;34110;4475;22280;14350;11830;2840;1005;945;5910;920;2180;805;665;3375;580;1820;120;310;680;310;5;45;20;580;280;0;25;10
03455;Friesland  ;2016;4745;1125;1410;675;3335;890;345;190;1630;345;545;185;90;655;140;265;40;20;350;180;20;0;0;235;115;15;0;0
03456;Grafschaft Bentheim  ;2016;21015;3190;15285;3895;5730;960;335;295;2395;400;820;310;250;1310;170;750;75;145;385;195;5;10;5;340;170;5;10;5
03457;Leer  ;2016;12320;1770;6745;2815;5575;1430;405;360;2880;370;1060;340;245;1340;250;680;45;95;240;80;25;5;5;190;65;25;5;5
03458;Oldenburg  ;2016;10860;1165;5685;4820;5175;1040;325;1225;3005;265;905;305;955;2170;185;815;70;765;140;65;5;0;5;115;50;5;0;5
03459;Osnabrück  ;2016;29000;8750;15930;10725;13070;2025;465;710;4405;860;1440;320;470;2355;450;1110;65;250;540;290;5;15;5;420;220;5;5;5
03460;Vechta  ;2016;17665;4105;8800;7600;8865;2095;255;830;3465;305;1755;195;610;2705;225;1600;70;480;155;55;25;5;0;125;45;20;0;0
03461;Wesermarsch  ;2016;7260;2155;2920;1870;4345;650;250;275;1580;275;435;210;190;715;150;295;30;80;195;95;10;5;0;155;80;10;0;0
03462;Wittmund  ;2016;2560;620;1085;720;1475;355;130;100;895;200;300;115;95;495;100;240;30;45;140;80;5;0;5;125;60;5;0;0
04;Bremen;2016;120715;44530;40900;25500;79820;13130;3040;1585;23115;4380;9760;2290;950;17145;2755;9095;1060;885;2130;1270;15;50;10;1695;1070;10;20;10
04011;Bremen, Stadt  ;2016;99875;36735;31605;19475;68270;9980;2770;1520;18865;3660;7260;2045;890;13955;2380;6800;940;830;1715;970;15;45;10;1320;795;10;15;10
04012;Bremerhaven, Stadt  ;2016;20840;7795;9295;6020;11545;3150;265;65;4250;725;2495;245;60;3190;375;2295;120;55;415;300;0;5;0;380;280;0;5;0
05;Nordrhein-Westfalen;2016;2512865;1133270;964405;478015;1548460;174020;40980;72570;428825;76515;121360;30165;49615;223225;45140;83875;6820;26145;46935;21360;765;1205;1190;36385;16740;555;825;865
051;"Regierungsbezirk  Düsseldorf ";2016;856820;384595;345040;166975;511780;52720;12290;22280;128755;22830;35750;8755;14590;73440;13535;26265;2495;8250;13755;6845;265;345;330;11170;5685;200;205;245
05111;Düsseldorf, Stadt  ;2016;155665;61945;62095;24540;93565;6415;1735;3515;17880;1855;3730;1160;2065;10575;930;2290;350;1015;1390;575;35;40;35;665;240;25;15;15
05112;Duisburg, Stadt  ;2016;107025;54195;38645;27305;68380;6980;945;2160;12205;2145;4370;705;1225;7800;1395;3840;100;710;1205;575;10;25;35;1045;505;10;20;25
05113;Essen, Stadt  ;2016;96625;35090;27620;15915;69005;9575;2445;5270;21500;3145;6465;1585;3545;13650;1750;5090;840;2530;1850;990;55;80;65;1405;745;35;50;50
05114;Krefeld, Stadt  ;2016;37435;17205;17005;9145;20430;2190;600;775;5750;915;1695;495;560;2655;345;1005;90;210;765;440;5;20;15;705;420;5;5;15
05116;Mönchengladbach, Stadt  ;2016;43215;17640;18405;10030;24810;2960;925;1355;6590;1000;1980;490;815;4045;525;1560;170;580;730;375;10;20;20;570;315;10;10;10
05117;Mülheim an der Ruhr, Stadt  ;2016;26350;11855;7335;3845;19015;2105;285;1155;5425;1235;1620;215;785;3730;930;1305;40;565;485;250;5;0;15;420;210;5;0;15
05119;Oberhausen, Stadt  ;2016;30600;17930;8065;3935;22535;1935;615;500;5535;1285;1535;400;435;3245;895;1165;125;245;705;320;25;10;15;665;300;20;5;15
05120;Remscheid, Stadt  ;2016;19060;13725;7690;2505;11370;825;240;210;2370;570;645;210;170;990;285;455;25;40;395;215;0;5;10;345;190;0;5;5
05122;Solingen, Stadt  ;2016;26220;16710;12770;3875;13450;1520;310;485;3185;520;1065;250;265;1895;335;870;70;105;325;155;10;10;10;305;145;10;10;10
05124;Wuppertal, Stadt  ;2016;70370;36100;27770;12005;42600;6265;570;1560;11865;3075;3790;370;900;8330;1960;3165;135;570;1260;875;10;10;15;1035;770;5;0;10
05154;Kleve  ;2016;46705;5500;33990;15365;12715;1615;540;620;4970;1090;1060;405;370;1735;645;505;65;125;740;270;20;15;20;605;230;10;15;15
05158;Mettmann  ;2016;64295;35200;29250;12495;35050;2775;885;1145;9030;1925;2115;715;885;4045;1040;1105;150;320;1270;665;25;40;20;1105;580;25;35;15
05162;Rhein-Kreis Neuss  ;2016;61290;29585;26360;12505;34935;2565;760;1455;8250;1430;1935;590;1005;4355;905;1325;130;600;985;455;20;20;15;835;405;15;15;10
05166;Viersen  ;2016;28365;10405;14990;6760;13375;1615;595;475;4840;725;1320;515;415;2195;450;980;100;125;595;200;5;20;20;535;180;5;10;10
05170;Wesel  ;2016;43595;21515;13050;6740;30545;3380;840;1605;9365;1910;2425;645;1150;4205;1145;1595;100;515;1065;485;25;30;25;935;445;20;10;25
053;Regierungsbezirk Köln ;2016;655705;297160;254755;112195;400950;32980;10905;19570;100210;17440;23075;7975;13005;51530;9815;15820;2110;6955;12185;5360;170;485;390;9930;4400;140;360;310
05314;Bonn, Stadt  ;2016;55755;17755;17730;7280;38025;5115;915;1290;8755;765;3640;615;790;6255;550;3200;250;425;530;125;15;15;40;295;75;10;5;30
05315;Köln, Stadt  ;2016;229650;118845;82915;32375;146735;6640;3310;8910;29410;5910;3575;2155;5535;16765;2945;2535;735;3570;4560;2430;75;240;120;3630;1940;60;205;100
05316;Leverkusen, Stadt  ;2016;24945;13535;10055;4740;14885;1305;295;750;3615;625;920;225;505;2370;450;675;75;380;375;135;10;5;0;350;125;10;5;0
05334;Städteregion Aachen  ;2016;83825;34760;30205;13500;53620;4860;1350;1700;13115;2240;3705;1030;1230;7235;1350;2595;280;635;1365;605;15;50;55;1125;490;15;30;50
05358;Düren  ;2016;29255;11660;11470;6555;17785;1575;405;790;5280;1200;1150;330;590;2370;720;740;45;235;755;315;5;15;25;680;280;5;5;15
05362;Rhein-Erft-Kreis  ;2016;67715;30510;29245;17055;38470;2990;1490;1870;9835;1645;2105;1080;1155;4360;935;1330;280;545;1140;440;5;55;60;960;380;5;35;50
05366;Euskirchen  ;2016;13235;4515;5565;2795;7670;1250;290;400;3510;660;1080;260;340;1145;365;415;30;85;355;155;5;10;5;325;150;5;10;5
05370;Heinsberg  ;2016;29805;9920;16370;4885;13430;1220;390;560;4370;650;1050;360;465;1795;340;770;60;220;575;200;5;20;25;525;180;5;15;20
05374;Oberbergischer Kreis  ;2016;27500;13505;11800;5605;15705;1985;710;660;5605;780;1605;605;535;2175;460;1055;60;150;630;195;15;35;15;565;175;15;35;10
05378;"Rheinisch-Bergischer  Kreis  ";2016;28490;13160;12340;4935;16145;1500;505;1030;5460;745;1190;425;780;2130;415;715;85;375;665;195;5;20;15;605;175;5;15;15
05382;Rhein-Sieg-Kreis  ;2016;65535;28995;27060;12470;38475;4545;1245;1610;11250;2225;3050;885;1075;4925;1285;1790;210;340;1240;570;10;25;35;860;435;5;5;20
055;Regierungsbezirk Münster ;2016;290440;127605;102835;59400;187600;25205;5125;7340;56835;13230;17170;3770;4885;27575;8220;10765;585;1970;7410;3815;95;140;130;5995;3170;65;100;95
05512;Bottrop, Stadt  ;2016;12300;6910;3205;1615;9095;1195;210;245;2460;430;885;195;195;1340;270;650;45;95;290;115;5;5;5;265;95;5;5;0
05513;Gelsenkirchen, Stadt  ;2016;53880;30750;17145;12420;36735;3625;390;1105;6465;2265;1970;175;555;4285;1390;1610;30;395;1195;790;5;5;40;1030;720;5;5;30
05515;Münster, Stadt  ;2016;33460;10600;11995;5475;21465;3080;680;990;7240;1425;2070;440;635;3890;640;1620;125;420;1060;600;15;35;15;950;555;10;25;10
05554;Borken  ;2016;36195;9360;19905;8090;16290;2905;715;985;6300;1215;1770;505;700;2575;665;1135;60;235;1000;410;15;25;15;850;345;10;20;10
05558;Coesfeld  ;2016;13955;3635;5840;4140;8115;1440;435;545;3965;910;990;345;370;1355;570;390;25;90;505;255;15;5;5;350;170;15;5;0
05562;Recklinghausen  ;2016;73000;39075;20050;12675;52955;6395;1050;1675;14080;2665;4795;885;1220;7430;1745;3235;170;455;1395;685;20;20;25;1155;560;10;15;25
05566;Steinfurt  ;2016;41525;15230;15540;9255;25985;4355;1255;1270;11000;3150;3170;925;840;4585;2245;1405;95;185;1160;640;10;30;25;885;515;5;15;15
05570;Warendorf  ;2016;26125;12040;9160;5735;16965;2215;390;520;5320;1165;1525;305;375;2110;695;720;40;90;800;325;15;10;5;510;210;10;10;5
057;Regierungsbezirk Detmold ;2016;223300;82745;82415;48060;140885;21265;4815;12240;53650;7990;15750;3575;8915;24735;4635;9775;585;5435;4730;1835;85;60;105;3115;1045;60;50;75
05711;Bielefeld, Stadt  ;2016;60145;27190;17270;8595;42875;3370;735;5590;14495;2905;1895;365;3880;6930;1350;1200;90;3300;1315;700;5;10;25;310;170;0;5;15
05754;Gütersloh  ;2016;46450;16320;24575;17250;21870;3230;590;1750;7120;1240;2330;385;1320;4065;940;1660;65;810;610;220;5;10;20;415;125;5;10;15
05758;Herford  ;2016;25765;10170;8935;5090;16830;2325;870;1340;6290;930;1745;600;850;2260;615;725;50;250;505;180;25;5;10;325;95;15;5;5
05762;Höxter  ;2016;7745;2530;2225;1070;5525;1000;265;300;2505;255;780;230;255;825;100;435;25;70;300;90;5;5;5;205;55;0;5;0
05766;Lippe  ;2016;29010;10195;9860;5705;19155;3870;710;1075;7770;945;3090;625;850;3360;620;1680;110;290;675;230;5;10;10;615;205;5;10;10
05770;Minden-Lübbecke  ;2016;25690;7835;8535;4730;17155;4055;865;1410;8320;915;3145;720;1085;3790;475;2075;100;475;805;255;25;15;15;750;240;25;15;10
05774;Paderborn  ;2016;28490;8505;11015;5620;17480;3415;775;780;7145;800;2775;655;675;3510;530;2000;145;240;520;160;10;5;20;495;155;10;5;20
059;Regierungsbezirk Arnsberg ;2016;486605;241165;179355;91380;307245;41845;7850;11135;89375;15030;29615;6090;8215;45945;8935;21255;1050;3535;8855;3505;145;175;230;6175;2440;90;110;145
05911;Bochum, Stadt  ;2016;48985;19360;14230;7770;34755;6195;790;1455;9895;1515;3880;535;990;6000;865;2855;105;525;900;495;15;25;25;780;435;10;15;20
05913;Dortmund, Stadt  ;2016;116335;53620;39920;22850;76415;9060;1670;3045;20400;3155;5915;1035;2020;10310;1210;4395;230;1000;2280;855;40;45;75;750;290;5;10;30
05914;Hagen, Stadt  ;2016;34450;19940;17360;8135;17090;2605;325;320;4630;875;2025;290;270;3345;695;1765;95;140;255;135;0;10;5;180;90;0;5;0
05915;Hamm, Stadt  ;2016;27210;13850;9205;7600;18010;1620;285;725;3645;600;1280;245;585;2445;355;1095;75;455;100;60;0;0;0;50;30;0;0;0
05916;Herne, Stadt  ;2016;26675;14750;8195;5620;18480;3185;160;190;3910;805;2070;95;115;2935;605;1805;25;45;320;160;10;5;10;245;130;0;5;5
05954;Ennepe-Ruhr-Kreis  ;2016;34955;17810;13860;5735;21095;3160;585;1005;7900;1465;2575;480;815;3845;985;1645;65;315;925;355;10;10;20;860;330;10;10;20
05958;Hochsauerlandkreis  ;2016;23600;11145;10235;3865;13365;2250;590;570;5755;1055;1890;520;495;2380;685;1075;70;110;625;260;5;5;5;550;220;5;5;5
05962;Märkischer Kreis  ;2016;56915;35355;24715;8090;32200;3735;765;900;7925;1300;2495;650;690;3575;785;1740;90;215;895;305;10;20;25;795;265;5;20;20
05966;Olpe  ;2016;13020;7130;5190;2195;7825;805;355;310;2955;605;710;325;255;1265;435;485;30;75;280;100;5;10;5;230;80;5;10;5
05970;Siegen-Wittgenstein  ;2016;31740;12850;11185;6770;20555;2965;720;890;7450;1375;2185;585;640;3455;935;1490;140;215;775;245;15;30;30;570;195;15;15;10
05974;Soest  ;2016;27605;11655;13085;5310;14525;2320;485;720;5865;725;1955;435;620;2470;470;1165;40;215;555;195;15;5;10;440;150;10;5;5
05978;Unna  ;2016;45115;23700;12180;7445;32935;3950;1125;1010;9045;1555;2635;890;725;3920;910;1745;85;215;940;340;20;15;25;720;225;15;10;20
06;Hessen;2016;1012475;440945;450165;248895;562315;44620;36520;11265;129670;14610;30175;25615;7400;72200;11710;20855;7940;2195;6475;1660;155;800;165;4345;1005;130;470;115
064;Regierungsbezirk Darmstadt ;2016;786705;361735;374210;202310;412495;22340;24455;5635;79815;10300;15220;16945;3735;47645;8800;10325;5980;1285;3680;910;110;495;90;2420;510;90;295;60
06411;Darmstadt, Stadt  ;2016;32575;13070;12240;5560;20335;1385;875;320;3310;340;815;580;170;1860;280;495;125;25;130;35;0;25;0;70;10;0;20;0
06412;Frankfurt am Main, Stadt  ;2016;215925;100315;102000;54190;113925;1905;4840;645;14615;2310;1225;2870;370;10925;2155;880;1445;175;480;115;10;45;10;240;40;5;30;10
06413;Offenbach am Main, Stadt  ;2016;49515;26830;29535;17795;19980;145;655;115;2010;640;100;330;50;1870;595;95;300;45;75;25;0;10;5;35;5;0;5;5
06414;Wiesbaden, Stadt  ;2016;58360;26425;26240;13290;32120;2700;1870;770;6830;680;1990;1210;545;4960;595;1750;530;415;195;60;10;35;5;115;25;5;20;0
06431;Bergstraße  ;2016;35795;13960;17495;11585;18300;1850;1225;425;5640;970;1195;905;260;3025;810;695;210;30;275;70;5;30;10;205;35;5;20;10
06432;Darmstadt-Dieburg  ;2016;42540;19435;21360;10905;21180;1780;1465;425;5585;895;1235;1110;305;2955;735;805;285;70;215;60;10;35;0;165;40;10;20;0
06433;Groß-Gerau  ;2016;59905;32880;29900;14505;30000;1875;1330;345;5585;605;1295;1000;265;3055;520;810;240;60;155;30;5;20;5;110;20;5;10;0
06434;Hochtaunuskreis  ;2016;39345;14040;18840;8930;20505;1110;1510;270;4345;310;795;1075;190;2240;255;535;345;40;305;35;5;40;0;170;10;5;10;0
06435;Main-Kinzig-Kreis  ;2016;64725;30930;28540;17020;36190;3160;3185;795;9705;1060;2410;2550;585;4865;920;1450;745;125;420;85;25;50;25;300;45;25;25;20
06436;Main-Taunus-Kreis  ;2016;42405;17700;21090;10765;21315;1305;1490;220;4710;505;900;1135;180;2290;420;435;365;35;285;55;5;50;5;225;45;0;35;0
06437;Odenwaldkreis  ;2016;12800;7105;7355;3790;5445;305;150;60;790;165;220;135;35;395;145;100;10;5;30;5;5;10;0;25;0;5;5;0
06438;Offenbach  ;2016;73245;36725;34020;18520;39225;1490;3405;470;7415;765;990;2335;300;4180;590;700;930;130;410;120;5;75;10;210;60;5;30;0
06439;Rheingau-Taunus-Kreis  ;2016;22970;8040;10850;6425;12120;1300;890;350;3710;425;845;675;245;2005;340;630;175;70;225;50;10;25;10;185;40;10;15;5
06440;Wetteraukreis  ;2016;36600;14275;14740;9035;21860;2040;1570;430;5570;630;1220;1040;225;3035;435;940;270;65;495;165;15;60;5;365;120;15;45;5
065;Regierungsbezirk Gießen ;2016;114990;43140;37295;21570;77695;10855;6005;2770;24770;2720;6960;3960;1685;11750;1750;4995;865;370;1525;500;20;160;45;985;325;15;80;35
06531;Gießen  ;2016;35780;10280;10315;5960;25465;3995;2405;1105;9040;1040;2200;1285;560;3255;540;1415;180;85;590;180;15;65;15;245;65;10;30;5
06532;Lahn-Dill-Kreis  ;2016;26685;12790;8695;4815;17990;2105;1120;585;5285;730;1450;780;405;2395;515;855;95;45;425;150;0;35;10;350;130;0;15;10
06533;Limburg-Weilburg  ;2016;19825;8505;7445;4160;12380;1500;935;390;3820;405;1125;705;265;2260;320;890;235;95;150;50;0;15;0;120;35;0;10;0
06534;Marburg-Biedenkopf  ;2016;26100;9825;8335;4945;17765;2565;1065;465;4805;400;1655;820;280;2910;290;1405;265;90;245;75;5;25;10;180;60;5;15;10
06535;Vogelsbergkreis  ;2016;6605;1740;2510;1690;4095;695;480;230;1815;145;525;370;180;930;90;425;95;55;120;45;0;20;5;95;35;0;15;5
066;Regierungsbezirk Kassel ;2016;110780;36075;38660;25010;72125;11420;6060;2855;25085;1590;7990;4710;1985;12805;1160;5535;1100;540;1270;255;25;145;30;940;175;25;95;20
06611;Kassel, Stadt _  ;2016;50770;19150;16805;10650;33965;4400;2220;1025;9885;560;3070;1795;770;5435;400;2080;545;225;465;105;15;45;10;355;80;15;40;10
06631;Fulda  ;2016;18485;5665;6115;4105;12370;2085;1245;515;4700;360;1495;920;325;2410;265;1095;190;80;215;40;0;25;5;155;30;0;10;0
06632;Hersfeld-Rotenburg  ;2016;9240;2780;4085;3130;5155;1055;380;185;1765;180;665;260;100;1125;155;575;85;50;95;10;0;20;0;75;5;0;20;0
06634;Schwalm-Eder-Kreis  ;2016;12630;3275;4530;3215;8095;1375;1075;485;3515;185;970;845;335;1535;130;760;140;90;205;35;5;25;10;145;20;5;10;5
06635;Waldeck-Frankenberg  ;2016;13160;3905;5040;2600;8120;1710;690;420;3335;185;1200;525;285;1430;125;605;90;50;165;40;0;15;5;120;25;0;10;0
06636;Werra-Meißner-Kreis  ;2016;6505;1295;2085;1315;4420;795;440;220;1885;115;585;370;170;865;85;420;40;35;120;25;0;10;5;85;15;0;5;0
07;Rheinland-Pfalz;2016;441410;157270;205410;116030;235995;35870;12050;2770;69515;9155;26195;8550;1680;40455;5685;20990;2575;1365;6740;2680;295;805;165;4815;1890;260;605;140
071;Regierungsbezirk Koblenz (früher) ;2016;132100;46275;52880;32545;79220;14210;3985;750;25190;3530;10850;2785;445;15745;2350;8695;890;365;2270;980;85;225;50;1625;705;60;165;35
07111;Koblenz, Stadt  ;2016;14870;4165;5480;3630;9385;1505;380;185;3280;300;1190;300;105;2125;175;855;110;90;215;105;10;5;0;185;95;5;5;0
07131;Ahrweiler  ;2016;13685;5240;5500;2795;8185;2135;260;85;2770;405;1570;225;55;2105;310;1425;85;50;160;75;15;10;5;100;50;5;5;0
07132;Altenkirchen (Westerwald)  ;2016;8675;3925;3050;1710;5620;930;340;55;1765;230;720;315;30;1000;125;555;115;30;195;80;0;35;0;180;75;0;30;0
07133;Bad Kreuznach  ;2016;15720;5740;6550;4240;9170;1120;570;80;2390;250;805;350;50;1795;200;750;205;45;140;40;5;35;5;95;30;5;20;0
07134;Birkenfeld  ;2016;6835;1070;2365;1510;4470;730;175;25;1245;215;555;90;10;755;60;515;35;5;295;140;5;10;10;35;5;0;0;5
07135;Cochem-Zell  ;2016;4485;655;2605;1620;1880;435;170;15;885;95;360;130;10;390;70;210;15;5;95;25;0;20;5;90;25;0;15;0
07137;Mayen-Koblenz  ;2016;15790;5545;5840;3525;9955;2250;450;60;3485;565;1605;325;40;1910;345;1130;70;30;385;185;10;45;5;335;160;10;25;5
07138;Neuwied  ;2016;16665;6965;6065;3500;10600;1850;340;160;3070;580;1425;220;95;2305;475;1295;75;75;225;90;10;10;20;175;65;10;10;15
07140;Rhein-Hunsrück-Kreis  ;2016;7475;2100;3450;2305;4030;765;285;5;1520;240;665;255;0;1000;170;610;95;0;115;60;0;15;0;105;55;0;10;0
07141;Rhein-Lahn-Kreis  ;2016;10230;3655;4165;2650;6065;985;475;45;2040;335;740;210;20;1170;210;635;45;20;245;100;15;30;0;185;75;15;20;0
07143;Westerwaldkreis  ;2016;17660;7215;7810;5060;9855;1505;545;35;2755;315;1210;370;25;1185;205;710;35;20;195;85;15;15;0;145;70;10;15;0
072;"Regierungsbezirk Trier (früher) ";2016;57680;9655;34360;15770;23320;4575;1565;240;9470;1225;3055;1095;160;4390;540;2330;270;110;1000;445;15;70;5;400;170;15;25;5
07211;Trier, Stadt  ;2016;17325;3160;7405;3580;9920;1825;610;145;4055;555;1035;330;85;1380;105;690;60;60;535;250;5;35;0;40;20;5;0;0
07231;Bernkastel-Wittlich  ;2016;10160;2205;5840;4050;4320;790;225;10;1735;255;655;215;5;1025;160;590;70;5;160;80;0;5;0;130;60;0;5;0
07232;Eifelkreis Bitburg-Prüm  ;2016;11380;1395;8470;3145;2910;645;200;40;1170;145;395;185;30;605;85;320;30;20;130;50;10;5;0;120;50;10;0;0
07233;Vulkaneifel  ;2016;4145;770;2345;1290;1800;355;130;10;785;95;290;120;10;450;75;255;40;0;40;15;0;0;0;35;15;0;0;0
07235;Trier-Saarburg  ;2016;14670;2135;10295;3710;4375;965;400;40;1730;175;680;250;30;935;110;480;65;25;135;50;0;25;5;75;30;0;10;0
073;Regierungsbezirk  Rheinhessen-Pfalz (früher)  ;2016;251625;101335;118170;67715;133455;17085;6500;1775;34850;4400;12290;4670;1070;20315;2800;9965;1420;890;3470;1255;195;510;105;2790;1015;185;420;100
07311;Frankenthal (Pfalz), Stadt  ;2016;8005;4060;4335;2300;3675;380;125;55;805;125;285;95;35;560;105;255;35;35;40;10;0;5;0;20;5;0;5;0
07312;Kaiserslautern, Stadt  ;2016;14970;4350;5440;2420;9525;1190;310;55;1960;180;800;135;25;1450;115;690;50;20;185;55;35;25;0;140;35;35;25;0
07313;Landau in der Pfalz, Stadt  ;2016;4800;1495;2175;1170;2625;455;150;35;1050;125;395;140;30;615;105;300;35;15;75;20;0;5;0;60;15;0;0;0
07314;Ludwigshafen am Rhein, Stadt  ;2016;43810;23915;22425;12145;21385;1540;695;790;3950;640;1150;555;450;2455;475;865;175;385;440;125;15;90;45;370;100;15;80;45
07315;Mainz, Stadt  ;2016;37565;17755;16315;7295;21250;1825;1140;425;4680;345;1335;870;275;2995;270;1010;380;260;325;50;55;105;5;300;45;55;95;5
07316;Neustadt an der Weinstraße, Stadt  ;2016;5590;1730;2675;1655;2915;495;155;10;945;55;410;140;10;555;40;335;45;5;55;5;0;5;0;40;5;0;5;0
07317;Pirmasens, Stadt  ;2016;3720;1060;1390;825;2330;485;90;15;865;155;385;60;10;595;95;360;15;10;95;50;0;5;0;85;45;0;5;0
07318;Speyer, Stadt  ;2016;7345;2855;3630;2350;3715;465;110;25;980;135;385;85;15;635;90;320;25;15;60;35;5;5;0;45;30;5;5;0
07319;Worms, Stadt  ;2016;14415;5800;6945;4830;7465;825;225;30;1725;190;645;195;15;1060;130;495;65;10;120;50;0;10;5;105;45;0;10;5
07320;Zweibrücken, Stadt  ;2016;3230;900;1305;730;1920;495;85;20;715;105;375;80;5;530;85;340;35;0;30;15;0;5;0;25;10;0;5;0
07331;Alzey-Worms  ;2016;11775;4375;5715;4180;6060;750;335;20;1980;425;645;285;15;1055;200;565;120;10;315;190;5;25;5;270;170;5;20;0
07332;Bad Dürkheim  ;2016;12110;3620;6295;4130;5810;1035;415;35;1740;305;580;270;20;735;155;350;40;5;305;125;10;50;10;270;110;5;45;10
07333;Donnersbergkreis  ;2016;5730;2290;2090;1365;3640;400;180;0;885;220;215;130;0;395;135;135;35;0;185;70;0;35;0;70;30;0;10;0
07334;Germersheim  ;2016;15815;6430;6855;4785;8955;1025;375;45;1835;230;600;235;30;1030;145;540;30;20;195;80;5;25;10;180;75;5;20;5
07335;Kaiserslautern  ;2016;7880;1830;3180;1725;4700;800;270;30;1530;120;705;230;25;910;80;625;60;20;115;25;0;0;5;105;15;0;0;5
07336;Kusel  ;2016;4340;950;1505;800;2835;510;170;20;1155;150;370;120;15;540;85;315;40;10;110;50;0;5;5;95;45;0;0;5
07337;Südliche Weinstraße  ;2016;8445;2070;4670;3175;3775;880;235;25;1215;100;575;105;15;720;85;470;15;5;90;10;10;15;5;85;10;10;15;5
07338;Rhein-Pfalz-Kreis  ;2016;16065;6835;8500;5080;7560;985;450;40;2335;400;780;345;25;1250;200;655;85;15;325;160;0;30;5;260;140;0;15;5
07339;Mainz-Bingen  ;2016;21715;8125;10845;5725;10870;2035;790;90;3610;305;1235;540;60;1705;150;965;115;45;295;90;45;60;0;215;70;40;50;0
07340;Südwestpfalz  ;2016;4310;885;1875;1020;2435;510;190;5;900;100;415;55;0;525;45;370;20;0;115;40;5;5;0;45;15;0;0;0
08;Baden-Württemberg;2016;1665100;850785;821915;418870;843185;68085;24255;29635;190840;35150;49440;18250;21125;96840;22715;37695;2980;10560;17930;7795;375;915;980;14740;6205;340;710;825
081;Regierungsbezirk Stuttgart ;2016;699675;398615;350820;169230;348850;26640;9575;10745;71430;12910;18860;7270;7755;36955;8930;14085;1280;3650;6675;2575;165;400;370;5485;2035;150;325;315
08111;Stuttgart, Stadt  ;2016;159235;88440;80475;35020;78760;4280;2060;3055;14140;2670;2610;1450;2040;8960;1950;2040;440;1350;1130;535;10;50;90;840;395;10;35;70
08115;Böblingen  ;2016;70165;42565;34490;15055;35670;2560;1080;970;6270;940;1935;860;755;2980;665;1315;90;200;580;175;35;85;55;495;135;35;85;45
08116;Esslingen  ;2016;91080;54570;45650;20035;45430;3100;1305;1195;9630;1675;2110;950;885;4380;1210;1490;195;445;980;310;25;65;45;855;275;20;60;40
08117;Göppingen  ;2016;40635;25685;19660;10200;20980;1740;515;590;4100;780;1275;405;445;2235;450;1065;90;235;425;185;5;20;20;340;130;5;20;15
08118;Ludwigsburg  ;2016;95530;60120;50565;20885;44965;3045;1410;1120;8560;1540;2345;1090;835;4030;1030;1670;140;350;880;320;15;60;40;745;260;15;45;35
