key;wahlberechtigte;wähler_14;ungültige_14;gültige_14;cdu_14;spd_14;grüne_14;fdp_14;die linke_14;csu_14;freie wähler_14;rep_14;tierschutzpartei_14;familie_14;piraten_14;ödp_14;pbc_14;volksabstimmung_14;bp_14;cm_14;auf_14;dkp_14;büso_14;psg_14;afd_14;pro nrw_14;mlpd_14;npd_14;die partei_14
1001;70929;25350;176;25174;6446;8161;4380;764;1911;0;103;28;382;181;497;85;69;61;6;10;34;21;8;6;1583;11;13;113;301
1002;188135;75741;405;75336;17477;25918;14305;2651;4863;0;210;57;1121;333;1835;210;94;152;20;24;76;87;10;22;4418;22;49;328;1054
1003;167198;62933;424;62509;17141;21356;9556;1953;3747;0;551;66;735;345;1264;164;67;124;19;29;65;39;11;18;4334;18;48;359;500
1004;60970;27659;409;27250;8948;9680;2432;829;1278;0;120;31;388;338;483;35;72;77;6;34;32;16;7;6;1960;9;14;341;114
1051;107804;42819;469;42350;17958;12381;3432;1734;1775;0;292;46;574;403;571;84;33;97;15;17;41;22;6;10;2325;25;22;263;224
1053;150105;69625;588;69037;23887;21663;8232;2747;2996;0;328;87;932;605;951;160;80;122;27;21;75;29;10;14;5182;19;21;520;329
1054;130887;53913;419;53494;21081;16215;5968;2044;2036;0;241;38;702;455;760;104;61;105;25;21;60;22;9;15;3038;18;25;226;225
1055;165120;70141;618;69523;25452;22636;6949;2815;2407;0;422;64;854;589;752;117;87;146;34;40;63;23;7;11;5439;21;18;321;256
1056;236519;108214;784;107430;36411;34766;13327;4288;4795;0;466;107;1257;710;1554;237;164;203;46;63;101;97;11;23;7628;31;29;590;526
1057;104325;48942;374;48568;16996;15663;6238;1750;1793;0;235;31;735;350;591;80;51;76;12;26;51;26;6;11;3390;8;6;217;226
1058;216954;99710;765;98945;36318;31266;11936;3652;3566;0;399;68;1463;691;1363;188;89;184;22;29;104;50;13;20;6678;37;29;341;439
1059;156854;66056;519;65537;25375;19876;7527;2045;2581;0;501;60;873;574;828;120;41;133;19;22;86;28;10;18;4273;16;17;225;289
1060;209166;88572;606;87966;32123;27786;9282;3236;3651;0;460;86;1159;811;1360;187;120;201;22;51;83;38;15;15;6364;27;25;457;407
1061;105504;44391;382;44009;16692;12986;4549;1981;2100;0;374;50;508;428;767;83;62;96;20;20;74;25;6;8;2563;11;5;311;290
1062;186619;94016;759;93257;31816;29581;12132;3905;3803;0;370;89;1152;669;1214;205;114;143;37;33;89;43;13;24;6934;29;10;384;468
2;1283323;558277;5406;552871;135780;186638;95169;20513;47630;0;1641;353;5443;1524;12284;1910;504;891;122;201;398;567;138;99;33239;233;261;2250;5083
3101;194345;99682;1050;98632;30751;33036;14586;2744;5350;0;306;150;1155;353;2310;269;166;134;18;36;74;57;32;26;5550;38;64;382;1045
3102;75270;34611;483;34128;12110;13974;1979;585;1564;0;193;154;366;154;294;37;70;66;19;41;18;18;11;8;1976;16;11;338;126
3103;92913;38340;254;38086;14312;13164;3298;871;1599;0;116;54;340;162;427;54;134;82;9;34;31;24;9;6;2512;18;16;333;481
3151;134817;64411;597;63814;26674;20893;5667;1371;2237;0;219;111;684;324;764;103;499;101;20;40;59;20;22;14;3108;13;13;407;451
3152;195831;102804;991;101813;32198;35475;15070;2406;5631;0;661;93;983;388;1582;248;144;188;47;37;71;107;11;11;5017;35;60;492;858
3153;112117;43027;290;42737;15648;15283;3425;1312;1855;0;167;63;537;173;470;68;48;90;19;19;50;14;8;8;2905;18;20;262;275
3154;74543;31577;284;31293;11999;10950;2673;760;1229;0;130;50;436;148;351;43;43;54;11;13;24;8;6;9;1688;8;13;441;206
3155;110332;53172;561;52611;18578;21108;4211;1342;1812;0;195;102;550;277;505;61;92;95;20;27;68;26;11;18;2894;17;14;359;229
3156;62052;26851;205;26646;10076;10269;1789;672;981;0;135;47;341;148;218;29;30;49;12;5;40;12;7;9;1434;8;9;222;104
3157;102763;48159;400;47759;17054;18813;4086;1006;1757;0;166;110;581;243;499;55;92;93;23;33;29;16;10;4;2520;27;17;296;229
3158;97307;51152;456;50696;18416;17919;5291;1296;1740;0;194;88;650;198;558;69;66;96;13;22;40;27;15;10;3174;12;14;387;401
3241;850194;413626;3664;409962;138479;140049;55403;10885;19306;0;1580;764;4257;1592;5228;794;646;787;176;206;322;288;84;80;23741;191;179;1983;2942
3251;168403;83526;707;82819;33554;25742;8689;3023;3130;0;366;138;1015;484;845;150;131;191;31;47;76;37;16;11;4320;34;14;424;351
3252;118875;58476;633;57843;21213;21083;5457;1337;2193;0;216;107;689;305;659;66;88;136;27;31;46;28;10;16;3518;37;13;364;204
3254;219042;106129;841;105288;38598;37408;11780;2145;4195;0;321;183;1154;457;1123;186;202;225;51;60;80;40;17;17;5842;38;23;614;529
3255;58035;27290;349;26941;9641;10434;2473;912;899;0;88;44;272;125;266;26;61;43;17;33;24;9;4;3;1277;9;5;169;107
3256;95424;41146;288;40858;17460;13203;3978;857;1362;0;146;74;430;210;438;51;54;75;15;24;52;13;7;10;1908;26;4;271;190
3257;125366;63465;594;62871;23220;23669;5747;1222;2113;0;199;140;743;306;616;96;161;145;27;47;79;22;17;14;3665;25;18;334;246
3351;139565;64929;485;64444;28307;18159;5518;1742;2004;0;389;174;692;367;581;123;215;161;41;39;77;27;19;16;5119;17;9;373;275
3352;158271;72992;522;72470;36206;20023;5830;1192;2554;0;285;89;786;265;651;106;77;123;24;17;55;18;19;7;3501;23;16;347;256
3353;195893;102313;1070;101243;37857;29461;11875;3373;3738;0;555;108;1426;496;1331;236;152;189;50;67;117;49;18;16;9038;30;34;551;476
3354;39602;20974;280;20694;6939;4858;5302;383;1125;0;59;28;244;90;211;24;47;35;7;6;12;19;6;11;1028;4;13;121;122
3355;139750;74254;740;73514;23150;22690;12962;1892;3840;0;203;86;911;378;1382;168;115;118;12;36;54;42;14;10;4411;16;14;496;514
3356;89145;44314;354;43960;15596;15395;5085;1003;2106;0;123;76;534;197;564;65;71;86;18;21;33;23;8;5;2538;18;9;217;169
3357;128196;71135;669;70466;33585;19570;6859;1406;2162;0;446;103;740;384;819;94;136;155;37;34;61;18;38;9;2990;20;13;447;340
3358;109018;55676;664;55012;22823;17879;5054;1327;1730;0;262;99;700;337;547;95;122;126;37;40;48;21;9;8;3020;19;12;490;207
3359;155555;74562;620;73942;31283;22706;7336;1618;2573;0;358;84;979;323;743;105;86;109;17;20;35;32;16;12;4572;23;23;514;375
3360;75619;37733;332;37401;14667;11909;4441;808;1330;0;98;26;427;193;513;73;72;53;12;22;76;13;12;6;2226;11;14;240;159
3361;104680;55868;435;55433;20867;18480;6824;1297;2169;0;146;85;691;300;634;89;113;102;12;32;46;12;15;4;2915;25;16;296;263
3401;57777;25765;368;25397;8494;9691;2155;523;1232;0;128;77;328;159;378;49;29;63;11;15;20;21;7;4;1645;14;6;230;118
3402;38973;14006;123;13883;3358;6304;1731;390;724;0;34;10;140;59;154;19;38;21;6;6;13;23;4;4;661;4;13;89;78
3403;126358;59915;338;59577;15742;17780;12798;1764;4594;0;252;33;698;183;1047;161;69;88;17;25;42;72;13;8;3320;22;26;265;558
3404;120658;61488;501;60987;20772;17945;10892;2103;3560;0;179;58;521;198;969;182;111;74;22;34;58;43;14;13;2530;27;22;234;426
3405;64170;24125;219;23906;8247;8311;2264;697;1192;0;171;56;316;113;286;38;34;68;13;9;20;16;5;6;1662;21;23;208;130
3451;95337;46951;569;46382;18939;13847;5229;1603;1585;0;172;42;559;255;440;79;43;87;16;17;27;22;6;6;2960;12;8;224;204
3452;152222;77325;1502;75823;23466;33499;7181;1363;2724;0;416;149;970;409;762;131;116;130;29;37;68;38;25;10;3358;30;17;586;309
3453;117936;59731;643;59088;37509;11485;2726;1332;1402;0;166;54;394;416;386;57;169;87;16;167;73;13;7;12;2187;19;7;249;155
3454;236116;121346;843;120503;75593;24940;6830;2625;2789;0;246;117;834;483;927;115;68;143;25;83;115;26;23;10;3703;44;25;406;333
3455;80352;39529;579;38950;13743;14197;4000;1274;1305;0;177;70;537;219;403;60;42;73;18;17;28;23;6;10;2331;15;14;226;162
3456;97142;49591;294;49297;25404;14935;3314;1182;1190;0;84;48;416;209;405;164;106;45;12;25;35;29;9;4;1361;9;12;139;160
3457;129177;63222;1117;62105;21278;25499;5257;1190;2070;0;192;94;744;292;655;123;287;148;21;73;72;35;15;13;3287;31;6;454;269
3458;99395;54677;534;54143;21348;16340;6282;1837;1943;0;359;87;659;335;637;95;64;103;20;21;33;20;12;12;3321;16;16;313;270
3459;271647;143832;1134;142698;66219;43233;13056;3906;4770;0;404;131;1108;630;1513;245;545;234;51;78;115;53;29;12;5135;67;22;647;495
3460;99942;51475;415;51060;33260;8139;3225;1371;1269;0;280;52;290;253;436;66;49;65;16;25;37;17;13;5;1793;19;3;187;190
3461;70534;29868;305;29563;11174;10510;2824;898;1122;0;101;42;340;150;266;33;19;60;12;6;22;17;6;4;1614;12;15;160;156
3462;45632;21812;315;21497;8932;7554;1769;502;630;0;73;22;270;100;170;42;20;67;8;11;21;3;6;3;1067;9;1;128;89
4011;400711;166340;1159;165181;35662;55400;31113;5661;16223;0;437;282;2394;651;3456;370;323;372;59;89;156;215;38;34;9512;92;93;807;1742
4012;83017;28689;307;28382;7691;11136;2884;640;2276;0;83;66;497;183;473;36;37;96;7;12;28;14;9;11;1693;26;16;271;197
5111;415747;223845;2483;221362;73625;67870;28099;13775;11402;0;1321;1138;3058;641;3437;422;125;431;80;89;187;204;69;34;12533;537;134;732;1419
5112;336313;143261;1944;141317;35285;57685;11185;3761;9218;0;382;575;2172;744;2031;243;144;400;85;67;146;131;82;58;10157;3445;261;2081;979
5113;428584;203073;2118;200955;59285;74179;20330;7679;11086;0;404;823;2768;956;3475;377;160;495;71;98;256;376;79;60;12010;2531;200;1538;1719
5114;165558;79988;1143;78845;26603;26342;8076;4090;4007;0;309;178;945;335;1299;139;78;178;32;43;93;46;15;11;4623;272;42;479;610
5116;192506;86904;1377;85527;33576;26277;7387;3640;4109;0;351;172;1109;339;1169;178;43;209;28;48;85;32;41;13;4374;939;53;592;763
5117;125981;65994;916;65078;18732;23993;6533;3223;3556;0;151;147;876;320;982;137;72;136;30;35;86;47;30;28;4724;451;61;382;346
5119;155439;70811;1230;69581;19572;28286;5636;1715;4680;0;175;245;1017;383;1039;121;50;189;33;34;66;55;26;15;4090;750;74;882;448
5120;79005;36218;583;35635;12393;12535;2703;1371;1822;0;79;108;458;153;472;106;47;84;24;19;33;15;13;5;2108;728;14;149;196
5122;113987;53495;718;52777;17940;16533;5351;2613;2992;0;183;169;719;296;1033;184;80;122;34;25;53;26;18;9;3109;730;46;225;287
5124;245963;118361;1352;117009;33224;37596;14905;5641;8641;0;487;702;1583;572;1989;322;185;327;53;90;127;65;33;17;7052;1692;100;606;1000
5154;227084;119292;1825;117467;53732;32685;10174;5531;3569;0;651;217;1366;607;1394;256;88;225;41;71;114;26;42;21;5358;369;38;515;377
5158;370957;201473;2714;198759;73652;64042;18288;9353;7498;0;742;698;2698;1100;2939;439;264;614;80;113;174;98;133;27;13114;974;58;884;777
5162;334173;175598;1986;173612;71166;50027;15202;10561;6046;0;586;472;2229;964;2612;301;85;426;80;111;224;78;47;27;9916;809;56;758;829
5166;228136;120707;1612;119095;51351;32999;11405;6026;4361;0;500;219;1466;567;1458;205;102;273;38;61;108;37;18;20;6179;387;42;652;621
5170;360478;190119;3004;187115;64557;71545;15451;6133;8325;0;551;482;2362;822;2459;294;159;482;74;71;170;64;69;59;9844;1114;107;1084;837
5314;227483;136146;1592;134554;39943;38159;22508;9557;7947;0;375;150;1321;448;2645;410;153;250;54;62;131;93;40;26;7848;1016;36;280;1102
5315;729081;387748;3759;383989;100960;119279;70697;18624;26661;0;1349;723;4559;1236;7171;1117;258;845;121;188;308;246;124;121;21176;3495;269;1168;3294
5316;117710;57450;736;56714;18753;19107;5401;2255;2778;0;339;171;747;352;922;133;32;132;11;32;50;15;23;11;3768;1049;39;245;349
5334;408743;222895;3265;219630;67369;90483;20783;7689;10112;0;864;730;2218;800;4471;596;117;406;84;103;214;70;37;34;8806;1261;48;893;1442
5358;200004;107570;1814;105756;40240;38857;7195;3259;4109;0;401;241;1349;592;1601;172;113;318;43;90;82;45;37;10;5533;411;27;613;418
5362;345437;180617;2557;178060;65955;61244;16272;7708;6176;0;1075;431;2254;749;2280;323;95;512;63;68;146;41;29;18;9048;2010;50;738;775
5366;148868;78817;1278;77539;32654;21854;6033;4419;3092;0;402;211;1106;490;966;161;135;251;33;48;160;28;12;19;4409;352;17;419;268
5370;189213;102648;2100;100548;45945;30191;6795;3311;3352;0;845;280;1329;496;1188;128;52;218;45;52;86;21;29;16;4404;333;29;942;461
5374;209600;113900;1703;112197;45524;34291;8975;4913;4775;0;379;237;1263;581;1235;303;456;344;47;155;236;32;23;27;6387;934;48;578;454
5378;217229;125455;1233;124222;47728;35903;13937;7045;4753;0;670;240;1431;527;1494;294;204;318;46;66;130;29;32;14;7633;828;38;379;483
5382;449917;262151;3395;258756;100071;77449;26425;13195;10402;0;1001;325;3061;1018;3510;581;379;1570;109;129;303;47;53;43;15145;1267;64;1370;1239
5512;89473;44529;590;43939;12793;19250;2799;1076;2110;0;84;161;503;171;530;528;25;78;7;13;33;456;7;5;2472;301;33;278;226
5513;180811;81747;1420;80327;18976;37065;4866;1771;4202;0;160;517;1047;340;1095;130;63;227;29;49;272;78;28;12;6131;1710;302;871;386
5515;230294;142460;1174;141286;46552;40471;26201;6799;7738;0;252;112;1134;378;2529;974;74;195;20;69;107;76;32;25;5819;157;48;313;1211
5554;276875;155070;1902;153168;80204;40490;11817;5498;3654;0;373;245;1064;626;1638;216;91;257;34;84;120;52;20;20;5204;375;17;587;482
5558;171164;102969;1050;101919;48182;27737;10246;4149;3110;0;228;153;865;878;1083;201;44;166;18;46;64;25;12;11;3782;217;20;329;353
5562;479057;236191;3756;232435;74243;93816;17288;6639;11103;0;671;936;3178;1304;3394;370;229;743;82;113;209;276;61;41;12918;1762;209;1673;1177
5566;338268;194990;2730;192260;81911;64624;17490;6402;6809;0;761;300;1588;943;2219;338;160;316;31;91;141;40;32;34;6251;330;28;713;708
5570;210359;120687;1678;119009;52670;36292;10860;4531;4021;0;837;209;1011;557;1301;231;97;200;29;78;59;27;21;16;4738;187;20;619;398
5711;238932;127375;1609;125766;38527;42262;18414;3664;8957;0;241;247;1251;489;2283;298;341;259;36;145;157;74;33;29;6272;326;67;505;889
5754;262976;141757;2150;139607;61325;40300;14287;4272;5336;0;784;248;1348;685;1526;334;238;285;47;114;129;37;19;25;6716;304;35;593;620
5758;193351;102072;1621;100451;34701;37992;9153;2701;4449;0;510;271;1080;439;1180;164;322;234;35;114;122;57;24;15;5766;220;32;457;413
5762;113628;65911;1239;64672;32553;17748;4106;1974;2002;0;192;117;584;452;636;300;47;97;31;65;73;17;11;8;2924;154;11;345;225
5766;271166;146244;2445;143799;48102;52340;13802;5156;6572;0;1313;338;1571;638;1883;282;799;296;42;241;649;57;36;34;7894;374;34;700;646
5770;243588;123748;1974;121774;43016;46175;10086;4167;4908;0;594;385;1236;598;1375;222;475;244;45;111;143;45;36;21;6437;377;51;472;555
5774;227655;119851;1606;118245;58370;27419;11167;3934;5192;0;474;211;964;624;1575;245;164;216;43;102;187;17;25;25;5932;214;25;542;578
5911;279538;140112;1803;138309;34655;54856;16380;4422;9240;0;530;321;2040;617;2435;308;134;346;42;98;113;106;45;33;7878;1191;183;1215;1121
5913;420999;199861;3146;196715;49130;77250;24623;5957;12770;0;641;570;2604;862;3968;364;136;669;69;86;145;229;75;52;11693;794;261;1998;1769
5914;135884;65301;1037;64264;19551;25297;5049;2188;3353;0;206;335;947;314;839;101;79;172;32;53;62;36;18;10;4058;793;65;430;276
5915;127995;68038;1365;66673;24820;25699;4273;1767;3096;0;156;253;708;275;873;50;51;173;22;30;55;35;14;10;2980;304;18;733;278
5916;114782;50556;792;49764;13028;21426;3711;1165;3083;0;197;312;689;241;868;68;53;143;8;30;63;29;16;11;3224;436;61;591;311
5954;256497;134030;1781;132249;37469;51567;14202;5068;6966;0;561;353;1908;616;1857;294;222;300;40;91;117;95;41;32;7832;1032;154;707;725
5958;205528;113822;1772;112050;56351;30861;6501;4045;3493;0;577;274;1038;561;1171;179;67;249;40;92;122;24;19;18;5111;255;20;528;454
5962;311957;146283;2116;144167;55471;48283;10148;5420;6008;0;507;469;1832;840;1974;343;462;470;56;140;226;52;33;21;9394;543;54;917;504
5966;103744;56226;683;55543;29649;13842;3058;1795;1485;0;175;120;447;295;424;77;30;112;17;45;63;17;9;20;3278;165;11;248;161
5970;215420;115233;1717;113516;41006;40356;8301;4039;5159;0;367;406;1316;585;1215;295;617;314;65;188;229;82;39;19;7179;397;46;786;510
5974;232293;123332;1794;121538;51536;38340;9841;4672;4531;0;313;294;1253;729;1499;238;145;286;63;121;130;42;44;17;6002;301;35;569;537
5978;309601;158808;2336;156472;45353;66065;13995;4633;7381;0;936;495;1929;812;2537;211;150;458;51;87;121;59;33;32;8491;501;67;1348;727
6411;105493;51129;439;50690;11422;13434;11488;1971;4325;0;291;88;524;259;1828;227;87;127;15;37;125;62;20;7;3451;17;51;181;653
6412;418278;186201;1446;184755;47256;48905;34838;10335;15533;0;1132;643;2023;541;3608;536;192;534;94;100;203;291;58;84;14716;90;98;907;2038
6413;66880;24839;319;24520;6636;6735;3636;818;2121;0;168;228;397;80;551;95;36;113;26;27;19;35;5;11;2344;14;14;187;224
6414;189820;78728;643;78085;23312;22264;11725;4077;4538;0;417;300;811;206;1300;295;138;231;33;66;131;57;55;17;7161;33;21;349;548
6431;200057;90704;1519;89185;31607;26531;9502;3331;3607;0;963;471;1186;473;1150;231;211;374;40;111;139;55;20;22;7904;21;31;753;452
6432;213600;97400;1456;95944;28272;30195;13650;3420;4736;0;754;376;1270;588;1988;335;283;378;65;103;160;123;29;24;7940;35;48;590;582
6433;175171;73713;1148;72565;20808;24292;8634;2254;4033;0;526;418;933;387;1430;206;117;354;47;51;96;106;30;15;6600;38;51;650;489
6434;165167;83370;799;82571;28611;20107;10494;6185;3352;0;566;340;954;313;928;271;104;277;47;78;138;47;20;15;8896;44;22;321;441
6435;300763;120109;1847;118262;37396;35413;12562;4112;6114;0;1100;1004;1639;670;1597;529;191;561;98;139;210;129;39;20;12553;75;41;1313;757
6436;166024;82454;920;81534;27606;20825;10378;4859;3252;0;813;238;838;326;1139;264;84;233;39;59;89;35;22;25;9551;43;15;383;418
6437;72044;31232;618;30614;9326;10298;2947;948;1677;0;255;260;491;176;392;130;71;151;26;33;52;29;13;6;2852;12;18;295;156
6438;239582;103416;1338;102078;34540;27711;12617;4599;5054;0;890;677;1335;454;1712;358;131;403;64;155;139;69;30;28;9763;56;21;654;618
6439;138630;64250;745;63505;21523;18372;7883;2962;2600;0;486;217;809;294;838;196;96;218;36;48;102;22;28;13;6097;30;19;291;325
6440;224655;90437;1032;89405;27222;27121;10929;3636;4286;0;993;329;1190;425;1178;319;178;318;45;71;109;48;15;27;8898;47;21;1449;551
6531;198130;81310;1018;80292;22947;24940;11213;2713;5156;0;1160;179;909;294;1201;361;196;272;42;98;136;97;34;23;6914;33;31;625;718
6532;192664;64892;723;64169;20988;20849;6085;2000;3157;0;746;235;723;373;811;236;517;249;39;127;186;57;6;17;5574;63;23;803;305
6533;130500;50251;581;49670;18907;14414;4336;1682;1936;0;517;151;647;223;582;126;48;190;19;67;87;20;9;14;5053;30;12;379;221
6534;185360;72844;765;72079;20207;23726;10305;1861;5326;0;465;253;791;312;987;376;325;196;38;134;150;77;21;25;5397;34;18;370;685
6535;86636;36194;706;35488;11525;11803;3155;1198;1794;0;481;159;373;235;343;109;72;117;18;29;58;15;5;13;3369;11;8;425;173
6611;142751;57059;592;56467;12268;16764;10825;1756;6195;0;330;102;675;189;1174;212;100;159;12;50;122;57;10;21;4560;27;85;255;519
6631;169360;66281;837;65444;31209;12815;6176;2162;2636;0;435;254;613;382;665;214;154;204;45;143;257;31;15;12;5860;34;15;788;325
6632;96421;37534;509;37025;10526;14795;2825;1015;1609;0;363;112;355;247;294;66;109;120;24;48;71;9;11;10;3651;15;13;561;176
6633;190823;78845;1485;77360;19520;31863;8235;1975;3951;0;625;212;894;376;799;168;123;283;19;42;113;46;9;17;7277;42;25;400;346
6634;145071;62701;1549;61152;15811;24883;6271;1947;2639;0;824;205;686;350;564;112;121;258;24;59;90;32;15;10;5466;25;8;455;297
6635;126068;46887;582;46305;15264;15762;4611;2011;2101;0;524;163;487;252;403;135;116;188;22;32;83;24;8;11;3663;29;7;252;157
6636;83046;35088;698;34390;9585;13724;3337;946;1845;0;256;84;363;177;308;78;46;112;15;24;51;30;8;12;2996;6;10;233;144
7111;84878;41846;535;41311;15735;11331;4941;1769;2002;0;377;67;551;163;625;168;50;145;14;25;51;16;9;11;2741;55;15;172;278
7131;100539;57741;1104;56637;25759;13783;4449;2643;1715;0;943;120;820;231;683;235;45;217;27;43;90;44;11;11;4093;73;10;320;272
7132;101504;56088;1191;54897;22731;17687;3310;1796;1881;0;705;185;802;279;529;128;313;239;35;76;92;24;8;13;3386;106;37;334;201
7133;121149;70980;1708;69272;24511;24367;4949;2897;2479;0;1074;251;1276;391;697;205;128;303;40;67;128;32;24;14;4583;31;17;495;313
7134;66293;35126;1070;34056;12069;12299;1727;1525;1570;0;404;140;634;247;353;84;48;155;29;19;56;14;10;9;2209;15;11;291;138
7135;50665;32228;1041;31187;16463;7132;1528;1082;897;0;445;82;406;162;251;69;40;101;19;42;42;2;7;7;2128;22;4;128;128
7137;166771;92494;1977;90517;40411;26883;6104;2848;2700;0;1295;252;1368;436;850;277;130;337;42;60;113;25;18;12;5467;47;30;391;421
7138;138629;75190;1394;73796;29186;23355;5123;2620;2584;0;1064;202;1223;332;763;188;299;300;57;94;86;20;9;17;5476;94;25;366;313
7140;80424;49619;1264;48355;20248;14814;2874;2077;1809;0;812;160;790;308;492;210;151;203;29;50;83;7;7;10;2723;13;10;292;183
7141;96743;56918;1365;55553;19420;20034;3728;1693;2010;0;1143;191;967;361;567;149;85;247;34;39;57;20;10;13;4180;21;15;331;238
7143;154995;91273;2303;88970;39004;25802;5704;3066;3006;0;1448;305;1390;531;928;201;223;429;58;80;130;31;16;12;5578;48;27;647;306
7211;81791;39723;550;39173;13603;10947;5814;1284;2161;0;536;31;491;119;888;126;26;59;21;22;66;23;14;9;2298;14;9;204;408
7231;87851;52323;1698;50625;23621;12957;3165;2334;1556;0;1175;155;807;331;557;393;32;207;19;31;63;12;12;15;2642;21;22;294;204
7232;73408;46126;1659;44467;21338;11670;3082;1507;1066;0;1197;106;776;328;467;115;41;190;26;45;65;14;9;7;1989;29;12;229;159
7233;48766;29543;990;28553;13870;7342;1566;1032;992;0;615;89;469;162;286;68;34;125;14;37;49;8;5;3;1544;16;11;141;75
7235;112654;69308;2046;67262;30072;18641;5061;1848;2037;0;2116;162;1092;382;847;159;35;211;28;50;75;19;9;6;3747;16;16;365;268
7311;34215;16468;299;16169;6446;4754;1102;519;743;0;266;166;222;60;159;29;46;68;8;23;13;4;1;3;1322;8;3;146;58
7312;73674;32162;498;31664;9262;10406;3257;1301;1988;0;585;151;548;187;745;123;80;129;19;33;31;25;10;7;2088;18;14;388;269
7313;35005;19137;321;18816;5756;5728;2815;686;762;0;334;56;322;96;345;92;55;73;10;24;16;12;4;3;1369;6;7;93;152
7314;104309;46979;869;46110;13913;16211;3661;1430;2020;0;607;590;742;224;731;103;67;172;31;38;44;22;15;12;4449;64;47;648;269
7315;146148;80511;906;79605;23900;23013;13846;3424;4101;0;468;365;913;191;1637;1348;68;147;39;83;71;50;19;16;4777;96;17;188;828
7316;41441;22844;359;22485;8376;6178;2511;1031;774;0;777;101;306;110;240;100;60;88;20;38;53;11;4;4;1400;9;8;139;147
7317;32144;14448;393;14055;5408;4386;557;502;696;0;228;382;329;75;162;25;26;51;5;11;24;4;3;3;886;3;2;218;69
7318;36768;18433;263;18170;5998;5335;2372;673;907;0;224;271;281;101;232;112;42;74;11;16;19;5;5;8;1266;8;5;91;114
7319;59521;29072;632;28440;9446;9570;2573;1165;1066;0;406;161;460;130;345;100;40;107;26;26;32;18;11;6;2212;14;6;388;132
7320;26888;11738;243;11495;3366;4293;843;414;660;0;165;65;235;79;197;45;21;37;13;15;15;4;5;3;827;3;1;129;60
7331;97080;59159;1640;57519;18984;19608;4552;2422;2047;0;1186;357;1064;347;662;247;121;312;33;44;82;13;15;10;4480;20;19;640;254
7332;104828;63248;1388;61860;22322;19265;4876;2656;1819;0;2135;389;1163;405;719;176;125;256;34;80;60;19;5;15;4452;36;14;550;289
7333;58725;34773;964;33809;10237;12154;2349;1271;1313;0;1328;190;723;268;455;101;60;195;17;33;44;9;8;7;2381;11;8;497;150
7334;94277;54520;1262;53258;20506;15878;3563;1868;1632;0;1344;735;1024;316;659;279;135;289;41;60;62;21;17;15;4122;20;34;393;245
7335;81706;50296;1538;48758;17197;16575;2767;1259;1956;0;2064;344;1062;392;517;103;148;293;34;65;74;7;12;21;3060;19;5;585;199
7336;58242;35735;1235;34500;9543;14340;1927;785;1726;0;1087;303;800;319;418;58;79;185;19;48;34;23;8;7;2121;10;14;488;158
7337;87691;55485;1574;53911;20420;15943;4550;2160;1550;0;1514;409;1020;357;628;185;134;296;41;71;84;36;33;21;3790;39;12;369;249
7338;116626;69431;1318;68113;25735;20869;5344;2551;1894;0;1343;638;1102;410;873;183;103;266;44;66;70;26;10;9;5708;26;29;515;299
7339;157364;98591;1933;96658;35459;30374;10073;4034;3097;0;1442;452;1566;436;1310;564;143;359;62;66;109;28;25;15;6066;37;16;433;492
7340;80182;53610;2172;51438;21024;15308;2384;1816;1761;0;1548;561;1237;475;616;104;100;297;42;80;86;14;5;12;3042;19;14;658;235
8111;378862;201380;1725;199655;61736;46512;39059;10698;11529;0;3109;889;1857;475;3538;1362;371;288;105;149;276;170;153;42;14887;49;238;545;1618
8115;258396;138646;2146;136500;53400;30164;16588;6380;4524;0;4826;710;1170;585;1761;649;706;296;101;197;596;38;32;31;12193;48;90;805;610
8116;363627;195920;3058;192862;72535;45347;26801;8101;6462;0;5974;2549;1771;808;2588;1047;709;448;141;290;453;53;35;37;14586;45;153;792;1137
8117;179093;90071;2101;87970;34748;21022;10306;3385;2901;0;2840;726;895;422;841;466;253;209;71;142;183;25;19;20;7571;31;57;467;370
8118;363677;198535;3283;195252;72069;47931;25652;8574;6682;0;6385;1231;1885;850;2191;1387;701;398;163;220;470;45;60;44;16232;59;133;937;953
8119;296116;156642;2749;153893;58877;34777;17377;7859;5033;0;3842;1123;1533;710;1838;1234;938;345;140;225;535;72;61;32;15467;55;87;942;791
8121;78309;33272;503;32769;11528;9971;3283;1661;1314;0;375;202;262;114;309;209;61;78;18;28;40;12;6;5;2793;41;49;273;137
8125;239085;123791;3266;120525;48454;30817;11247;5202;3523;0;2274;951;1250;764;1135;1285;580;340;101;213;285;29;42;29;10041;42;56;1374;491
8126;82285;42348;988;41360;17613;9745;3958;1893;1484;0;878;279;380;330;412;224;220;97;46;79;119;13;17;16;2930;10;8;449;160
8127;141514;68197;1883;66314;25490;16034;8112;2955;2353;0;1312;441;657;475;723;916;454;180;84;127;208;40;27;49;4771;19;60;521;306
8128;103283;59300;1809;57491;28310;12033;4476;1601;1779;0;1289;457;516;487;576;735;132;116;62;108;123;8;14;14;3894;24;22;493;222
8135;95219;44594;983;43611;18133;10735;4644;1040;1518;0;950;572;438;275;440;510;201;108;27;66;111;94;9;11;3252;18;26;277;156
8136;230415;116074;3228;112846;54057;24869;10913;3123;3397;0;2127;795;986;587;1081;441;338;241;109;181;246;31;39;41;7846;35;66;861;436
